City,Country_code,Lat,Lng,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Preassure,Sea Level (ft)
altay,cn,48.40470519532758,48.40470519532758,58.86,42.0,99.0,1.1,1020.0,1020.0
zaysan,kz,46.754087948511,46.754087948511,71.2,26.0,93.0,6.44,1017.0,1017.0
ordynskoye,ru,54.60191163064283,54.60191163064283,62.2,66.0,100.0,20.6,1003.0,1003.0
cheney,us,47.66527102045879,47.66527102045879,48.13,35.0,20.0,11.5,1019.0,
mildura,au,-33.279085973555645,-33.279085973555645,74.61,28.0,100.0,2.3,1022.0,
sabha,ly,26.39250597686606,26.39250597686606,84.6,11.0,5.0,16.71,1012.0,1012.0
ola,ru,55.752123448411254,55.752123448411254,32.07,74.0,11.0,0.11,1018.0,1018.0
goure,ne,15.755307799813593,15.755307799813593,89.01,9.0,88.0,5.01,1006.0,
sonoita,mx,31.722319266752066,31.722319266752066,60.01,36.0,94.0,4.0,1014.0,
wajir,ke,0.9228139501019257,0.9228139501019257,80.6,74.0,75.0,6.91,1010.0,
minusinsk,ru,53.855540769629386,53.855540769629386,51.8,93.0,40.0,6.71,1012.0,
port antonio,jm,18.38625577532035,18.38625577532035,74.89,73.0,20.0,6.91,1013.0,
sao mateus do maranhao,br,-4.1563684561810135,-4.1563684561810135,72.16,98.0,75.0,3.11,1009.0,1009.0
stabat,id,3.9295396682043418,3.9295396682043418,87.8,70.0,40.0,9.22,1011.0,
kendari,id,-2.88001120879332,-2.88001120879332,85.89,63.0,98.0,7.18,1009.0,1009.0
hrob,cz,50.829549680340534,50.829549680340534,40.48,55.0,47.0,15.01,1009.0,1009.0
zachary,us,30.781976736803614,30.781976736803614,75.38,88.0,90.0,11.5,1015.0,
boden,se,66.77580090817472,66.77580090817472,33.8,60.0,0.0,9.22,1013.0,
kirovskiy,ru,45.42918404370056,45.42918404370056,56.48,54.0,75.0,11.5,1004.0,1004.0
terracina,it,40.86196868322668,40.86196868322668,60.94,91.0,84.0,4.0,1010.0,
alekseyevsk,ru,59.67380675861628,59.67380675861628,36.91,44.0,100.0,7.7,1021.0,1021.0
coihueco,cl,-36.67852935675073,-36.67852935675073,50.72,52.0,90.0,3.44,1018.0,
tshela,cd,-5.093227359957893,-5.093227359957893,75.74,96.0,100.0,0.96,1010.0,1010.0
dhidhdhoo,mv,8.747364831148758,8.747364831148758,84.63,71.0,19.0,4.25,1011.0,1011.0
da nang,vn,16.947779292665885,16.947779292665885,87.8,62.0,20.0,9.22,1013.0,
rong kwang,th,18.41947274225153,18.41947274225153,81.86,83.0,75.0,2.3,1011.0,
lakshettipet,in,19.104990703938498,19.104990703938498,107.17,13.0,0.0,2.06,1008.0,1008.0
svarstad,no,61.76180787004151,61.76180787004151,38.07,52.0,0.0,10.36,1014.0,
snezhnogorsk,ru,67.44348199297383,67.44348199297383,28.4,80.0,75.0,6.71,1008.0,
great falls,us,47.346978851613045,47.346978851613045,43.7,65.0,1.0,11.5,1015.0,
gweta,bw,-20.40462082483586,-20.40462082483586,73.22,35.0,97.0,5.68,1015.0,1015.0
dongsheng,cn,38.95460375942213,38.95460375942213,54.79,10.0,49.0,31.81,1010.0,1010.0
pajapan,mx,18.938689495926695,18.938689495926695,77.38,68.0,0.0,1.83,1010.0,1010.0
amantea,it,38.966977822458176,38.966977822458176,62.42,82.0,99.0,4.61,1009.0,
porto novo,cv,13.861881235750431,13.861881235750431,75.2,94.0,75.0,14.97,1009.0,
sokolo,ml,15.420919769557699,15.420919769557699,86.9,32.0,39.0,10.65,1007.0,1007.0
halifax,ca,42.137134807956556,42.137134807956556,44.91,81.0,99.0,3.44,1008.0,
rosa zarate,ec,0.40128746974717444,0.40128746974717444,72.52,99.0,100.0,1.63,1012.0,1012.0
trojes,hn,14.275136121336772,14.275136121336772,59.0,72.0,0.0,2.3,1009.0,
lewistown,us,47.77146124527957,47.77146124527957,57.33,82.0,1.0,5.14,1012.0,
dandeli,in,15.35633123694376,15.35633123694376,84.85,42.0,0.0,5.75,1015.0,
chernyshevskiy,ru,63.53398565263157,63.53398565263157,31.46,67.0,100.0,3.87,1023.0,1023.0
caramay,ph,9.198342661039291,9.198342661039291,85.3,67.0,31.0,9.06,1011.0,1011.0
dronninglund,dk,57.19012455714798,57.19012455714798,42.8,81.0,100.0,3.44,1013.0,
katherine,au,-14.677218839723793,-14.677218839723793,93.2,43.0,40.0,10.36,1011.0,
porto santo,pt,32.2578900152683,32.2578900152683,60.8,82.0,20.0,9.22,1012.0,
iaciara,br,-14.370838509191756,-14.370838509191756,67.15,93.0,13.0,1.9,1011.0,1011.0
santa barbara,mx,27.230459414504395,27.230459414504395,48.34,87.0,1.0,3.44,1019.0,
zharkent,kz,42.9120139417426,42.9120139417426,84.69,12.0,1.0,7.94,1014.0,1014.0
tucuman,ar,-26.6189044583463,-26.6189044583463,55.4,94.0,0.0,5.75,1018.0,
tres picos,mx,15.328551372513942,15.328551372513942,81.34,79.0,92.0,0.74,1012.0,1012.0
chillicothe,us,39.06800300537901,39.06800300537901,68.97,40.0,1.0,4.61,1014.0,
kangavar,ir,34.34596191953342,34.34596191953342,66.2,48.0,20.0,4.61,1019.0,
moyo,ug,3.879981118345583,3.879981118345583,70.79,86.0,99.0,3.56,1013.0,1013.0
rudnya,ru,55.147061237976715,55.147061237976715,39.11,87.0,75.0,8.95,1014.0,
razole,in,14.343770088492576,14.343770088492576,91.4,55.0,40.0,6.91,1010.0,
floro,no,61.87365705487463,61.87365705487463,41.0,60.0,20.0,6.91,1014.0,
santa ana,pe,-12.162983063758219,-12.162983063758219,55.31,67.0,20.0,3.44,1017.0,
gagarin,uz,40.90644455816309,40.90644455816309,39.43,77.0,100.0,9.42,1014.0,1014.0
jacmel,ht,16.661580085579743,16.661580085579743,75.2,88.0,3.0,4.61,1013.0,
poprad,sk,48.96475476498361,48.96475476498361,40.59,56.0,20.0,1.14,1012.0,
anamur,tr,35.97054231713258,35.97054231713258,68.0,77.0,20.0,4.61,1017.0,
nkoteng,cm,4.463556246297983,4.463556246297983,69.67,95.0,100.0,1.1,1011.0,1011.0
kashi,cn,39.26530834097437,39.26530834097437,75.2,11.0,0.0,2.24,1025.0,
ibi,es,38.588890689010555,38.588890689010555,57.33,88.0,5.0,3.65,1008.0,
srikakulam,in,17.97590032263726,17.97590032263726,94.05,51.0,5.0,14.67,1009.0,1009.0
quesnel,ca,53.65250866367725,53.65250866367725,42.8,93.0,90.0,6.91,1016.0,
tursunzoda,tj,38.349132423438874,38.349132423438874,87.3,19.0,2.0,3.91,1014.0,1014.0
kyren,ru,52.0560624373058,52.0560624373058,45.75,61.0,82.0,4.74,1014.0,1014.0
bairiki,ki,-0.04851205985347917,-0.04851205985347917,84.2,79.0,75.0,6.91,1007.0,
paraiso,mx,20.679642581022193,20.679642581022193,68.0,68.0,0.0,9.22,1017.0,
holme,no,59.16221648033084,59.16221648033084,44.06,81.0,100.0,2.3,1013.0,
hit,iq,33.41889346679683,33.41889346679683,83.35,26.0,0.0,10.92,1014.0,1014.0
colares,pt,37.94647748092105,37.94647748092105,58.55,94.0,40.0,5.75,1006.0,
rehoboth,na,-23.58261326494994,-23.58261326494994,71.6,30.0,37.0,4.85,1014.0,1014.0
sikonge,tz,-5.569111417062288,-5.569111417062288,64.4,94.0,20.0,5.75,1017.0,
puerto carreno,co,6.3679457337611325,6.3679457337611325,76.93,83.0,100.0,4.38,1010.0,1010.0
yeniseysk,ru,58.30761846059687,58.30761846059687,46.04,82.0,100.0,11.25,1012.0,1012.0
vilhena,br,-12.34065383915393,-12.34065383915393,64.96,91.0,57.0,3.24,1013.0,1013.0
conceicao do araguaia,br,-8.295339821696345,-8.295339821696345,73.4,94.0,0.0,2.3,1010.0,
vysokogornyy,ru,50.610947207030534,50.610947207030534,42.17,83.0,100.0,7.78,1005.0,1005.0
villarrica,py,-25.808837659872836,-25.808837659872836,49.08,76.0,0.0,4.65,1017.0,1017.0
kosonsoy,uz,41.510001808613765,41.510001808613765,84.2,20.0,0.0,4.61,1015.0,
mandiana,gn,11.164435338688747,11.164435338688747,76.37,69.0,100.0,4.45,1009.0,1009.0
howard springs,au,-13.438507369135237,-13.438507369135237,79.99,94.0,75.0,5.75,1009.0,
san martin jilotepeque,gt,14.88123424327702,14.88123424327702,64.94,82.0,75.0,9.22,1026.0,
portalegre,pt,39.425708848822296,39.425708848822296,52.72,93.0,20.0,3.33,1007.0,
papiu ilarian,ro,46.520343931924174,46.520343931924174,43.48,87.0,90.0,6.91,1014.0,
santo domingo suchitepequez,gt,14.363971474741462,14.363971474741462,64.99,99.0,100.0,2.89,861.0,
micheweni,tz,-4.987881176175264,-4.987881176175264,81.95,78.0,87.0,8.32,1013.0,1013.0
formosa,ar,-25.293568913038357,-25.293568913038357,55.4,94.0,0.0,4.61,1018.0,
veraval,in,20.416826194521434,20.416826194521434,89.67,50.0,0.0,9.78,1011.0,1011.0
otjimbingwe,na,-22.908001246905116,-22.908001246905116,75.13,31.0,6.0,5.61,1013.0,1013.0
komono,jp,35.07799986708754,35.07799986708754,57.0,77.0,90.0,2.3,1019.0,
ziro,in,29.18796132870112,29.18796132870112,93.2,38.0,20.0,2.8,1011.0,
